RMSE,MAE,MAPE,R2,model,trials
631.6233746908717,124.21861547104821,5.660544874327435,0.8247414838622786,CatBoost,12
634.8958466696253,136.41601548788043,6.219326448936646,0.8229205676766173,XGBoost,14
635.1432351685877,138.40465095686332,6.230738244601626,0.8227334381845064,LightGBM,9
